title,job_url,company,location,posted_date,salary
Software Engineer I/II,https://indeed.com/rc/clk?jk=17baafada6ae6e11&mtk=1gj87aqc0kmcl801&from=serp,Microsoft,"Redmond, WA 98052+28 locations", 30+ days ago,Estimated $100K - $127K a year
Senior Full-stack Developer – .Net (100% Remote) W2 Only,https://indeed.com/m/app/vjredirect?dest=https%3A%2F%2Fwww.indeed.com%2Fpagead%2Fclk%3Fmo%3Dr%26ad%3D-6NYlbfkN0Da55cD5SyBLpPH7k1CrVrulUOH2z8rmQzTVue5eMZiIWMOESjNKa5vE6wb6xy703kCVlGt9d64l5pG5_yCJtjP1qY8bvNSiTTDzXz3qU7eJ33qDIAWkqy2nmc0-rgWGQbfPYRi33XwP6QZ915bx2SGExfBOwjAiNV8dpghiOXaAwlJrBQZpKz_bk93-4e--cauyW_d34J0UoiF7faF3f5lRwAB31sQeA_m3wVzFGIYuU35hDrx4zWTTD4IymrT93j7o3fYz4rsPKlR8gsFyD33z-kU7BdFbx3yeN0CsJR6FIgNaMRY3NQ5Zje0Gjjea0CXtZXcVLqk1vD_ZZ21FfcHvML_LTUrjjP-2xLKwQeXpjE33McMFNTwWHWidKHlb2AZB4FOYOI_B0LULcvk2g8vYbGGgt4t5-mU082cemZ_rq5LWjFKvr72epPNf53TTFf4hQcbRR13VmuOImGotbwi5djbLCTiRplMTXmdF4zbr6uLqcvyOtyelfYJt6yXtaamN8sn3KmjTMKimP7b-q9qoHPJnWnTO98Cun0ER47so3gzmP5v_cHR7qwf5YIu-eX9x10bdKZrNmW--V2iCBUXZESfmCQZj_YGPsEpi5e7-XXjD7XgY3LZrVAWEmrnrdOGqsLQSuO6Yx6us7mbRDYq0remMskk2Prx5rwEe9ZT8janDKXM-_dnR3CJtxfNJpsqHZq6OkMtNAzWrEKiUOFpXGVuSZr7uFH7P3l5JY7i-ath0umM9u9fTi4Z1RXKAMY%3D%26xkcb%3DSoCq-_M3WoGklCX-JR0ObzkdCdPP%26p%3D11%26atk%3D1gj87aqcekmcl800%26prevUrl%3Dhttps%253A%252F%252Fwww.indeed.com%252Fm%252Fjobs%253Fq%253DSoftware%252BEngineer%2526start%253D0%2526l%253DSeattle%252BWA%26prforceGroups%3D%26from%3Dserp&mclk=jk%3Dd448106f0696b398%26rd%3DVwIPTVJ1cTn5AN7Q-tSqGRXGNe2wB2UYx73qSczFnGU%26what%3DSoftware+Engineer%26mobtk%3D1gj87aqc0kmcl801%26atk%3D1gj87aqcekmcl800%26spon%3D1%26where%3DSeattle+WA%26jt%3D%26dupclk%3D0%26radius%3D25%26explvl%3D,Intuitive,Remote in United States,Today,
Early Career Embedded Flight Software Engineer,https://indeed.com/rc/clk?jk=c6946718f685db7a&mtk=1gj87aqc0kmcl801&from=serp,Blue Origin,"Seattle, WA+9 locations",Just posted,Estimated $121K - $153K a year
"Software Engineer, Flight Software",https://indeed.com/rc/clk?jk=32e9e7df02a0e3dc&mtk=1gj87aqc0kmcl801&from=serp,SpaceX,"Seattle, WA 98121+12 locations", 1 day ago,Estimated $87.7K - $111K a year
Software Engineer,https://indeed.com/rc/clk?jk=d6faeed0cb0aafe6&mtk=1gj87aqc0kmcl801&from=serp,Tesla,"Bellevue, WA+3 locations", 30+ days ago,Estimated $96.2K - $122K a year
Software Engineer - Undergrad New College Grad - Multiple Locations - 2023,https://indeed.com/rc/clk?jk=28b42a33b8811f24&mtk=1gj87aqc0kmcl801&from=serp,Visa,"Bellevue, WA", 30+ days ago,Estimated $82K - $104K a year
Software Development Engineer,https://indeed.com/rc/clk?jk=ac61432c384df28f&prevUrl=https%3A%2F%2Fwww.indeed.com%2Fm%2Fjobs%3Fq%3DSoftware%2BEngineer%26start%3D0%26l%3DSeattle%2BWA&mtk=1gj87aqc0kmcl801&from=serp,365 RETAIL MARKETS,"Remote in Seattle, WA", 2 days ago,
Machine Learning Engineer,https://indeed.com/rc/clk?jk=8777ba03d007b1b3&mtk=1gj87aqc0kmcl801&from=serp,Microsoft,"Redmond, WA 98052", 1 day ago,Estimated $118K - $150K a year
Software Engineer,https://indeed.com/rc/clk?jk=074bd7125d0b3b83&mtk=1gj87aqc0kmcl801&from=serp,Salesforce,"Seattle, WA 98103+5 locations", 28 days ago,Estimated $90.6K - $115K a year
"Backend Software Engineer, University Graduate(Product RD and Infrastructure-Global E-Commerce-Data Insights)- 2023 (BS/MS)",https://indeed.com/rc/clk?jk=7f804051c13e6f15&mtk=1gj87aqc0kmcl801&from=serp,TikTok,"Seattle, WA+7 locations", 30+ days ago,Estimated $114K - $144K a year
